Proteins,Eliot PAR, Eliot EXO,Clov PAR, Clov EXO,Tato PAR, Tato EXO,Samo PAR, Samo EXO,Flash PAR, Flash EXO,Gus 2 PAR, Gus 2 EXO, Fritz 2 PAR,Fritz 2 EXO,Tessa 2 PAR,Tessa 2 EXO,Fritz 1 PAR,Fritz 1 EXO,Tessa 1 PAR,Tessa 1 EXO,Gus 1 PAR,Gus 1 EXO
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_350014600 PE=4 SV=1,0,0,1,0,0,0,2,0,0,0,0,0,3,0,1,0,6,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_350017800 PE=4 SV=1,0,0,1,0,3,0,3,0,2,0,0,0,0,0,2,0,1,0,0,0,1,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_350019700 PE=4 SV=2,2,0,3,0,6,0,5,0,6,0,3,5,4,0,2,0,2,0,3,0,4,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_350023200 PE=4 SV=1,11,7,8,6,10,4,3,18,22,8,6,7,9,0,5,0,8,20,10,2,15,4
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_350025200 PE=4 SV=1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_350028300 PE=4 SV=1,1,0,1,0,1,0,3,0,0,0,2,0,0,0,2,0,3,0,1,0,1,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_350033200 PE=4 SV=1,0,3,0,0,0,0,0,0,0,8,0,11,0,0,0,13,0,3,0,7,0,6
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_350035000 PE=4 SV=1,2,0,3,0,2,0,3,0,4,0,4,0,3,0,4,0,2,0,1,0,3,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_350036000 PE=4 SV=1,0,0,1,0,0,0,0,0,3,0,2,0,1,0,2,0,2,0,1,0,1,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_350036400 PE=4 SV=1,6,0,10,0,3,0,9,0,11,0,2,0,4,0,6,0,7,0,11,0,5,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_350039100 PE=4 SV=1,17,0,21,0,17,2,14,0,20,5,15,5,19,0,14,0,9,4,17,0,12,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_350044400 PE=4 SV=1,12,0,13,0,12,0,18,0,18,0,15,0,21,0,15,0,8,0,17,0,16,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_350048500 PE=4 SV=1,5,0,7,0,7,0,11,0,6,0,6,0,8,0,7,0,7,0,5,0,8,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_350050600 PE=4 SV=1,1,0,1,0,1,0,1,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_350050900 PE=4 SV=1,1,0,2,0,0,0,1,0,0,0,1,0,3,0,2,0,0,0,1,0,3,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_350054000 PE=4 SV=1,0,12,0,3,0,0,0,0,0,6,0,12,0,0,0,8,0,6,0,5,0,6
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_350056200 PE=4 SV=1,4,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,4,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_350058400 PE=4 SV=1,1,0,0,0,0,0,1,0,4,0,4,0,3,0,2,0,2,0,0,0,2,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_360005200 PE=4 SV=1,0,5,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,2,0,0,0,5
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_360009700 PE=4 SV=1,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,1,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_360010100 PE=4 SV=1,8,7,7,0,7,2,12,0,9,0,9,11,10,5,15,7,11,0,9,10,12,7
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_360013100 PE=4 SV=1,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_360015500 PE=4 SV=1,4,0,7,0,4,0,4,0,8,0,3,0,6,0,5,0,5,0,4,0,5,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_360017100 PE=4 SV=1,7,0,9,0,7,0,18,0,8,0,4,0,6,0,8,0,8,0,10,0,5,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_360017500 PE=4 SV=1,2,7,2,0,1,2,5,0,1,2,1,7,4,3,0,0,1,0,0,9,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_360023900 PE=4 SV=1,6,3,7,0,5,0,6,0,7,5,4,4,10,4,4,0,7,0,9,6,7,5
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_360029800 PE=4 SV=1,12,0,8,0,7,0,13,0,9,0,8,0,14,0,5,0,16,0,10,0,15,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_360034600 PE=4 SV=1,8,0,11,0,5,0,5,0,8,0,5,0,9,0,5,0,3,0,10,0,7,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_360042400 PE=4 SV=1,5,0,4,0,6,0,12,0,5,0,10,2,7,0,13,0,5,0,9,0,9,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_360047800 PE=4 SV=1,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,3,0,1,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_360049500 PE=4 SV=1,13,2,15,0,10,0,12,0,16,0,9,0,17,0,9,0,16,0,20,0,7,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_360052000 PE=4 SV=1,1,0,2,0,3,0,0,0,10,0,1,0,0,0,0,0,0,0,5,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_360053900 PE=4 SV=1,16,7,26,2,19,7,24,0,17,3,31,11,19,9,30,5,24,2,25,21,26,8
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_360054500 PE=4 SV=2,5,0,5,0,3,0,6,0,4,0,3,0,7,0,5,0,3,0,4,0,4,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_360055600 PE=4 SV=1,3,0,8,0,4,0,5,0,3,0,4,0,5,0,3,0,3,0,7,0,3,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_360060500 PE=4 SV=1,122,19,125,23,117,18,103,22,112,19,120,25,132,30,128,2,110,32,97,8,129,9
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_360060800 PE=4 SV=1,3,0,5,0,7,0,7,0,11,0,6,2,11,0,2,0,12,0,6,5,7,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_360065500 PE=4 SV=1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_360066800 PE=4 SV=2,7,0,8,0,5,0,8,0,11,0,4,0,7,0,1,0,3,0,11,0,8,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_360073900 PE=4 SV=1,1,0,1,0,2,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_360075800 PE=4 SV=1,6,0,5,0,4,0,4,0,4,0,8,0,6,0,7,0,8,0,5,0,7,0
Hypoxanthine phosphoribosyltransferase OS=Leishmania infantum OX=5671 GN=HGPRT PE=3 SV=1,11,9,6,2,5,0,8,3,10,0,5,6,7,3,6,0,3,0,4,2,2,0
I/6 autoantigen-like protein OS=Leishmania infantum OX=5671 GN=LINF_220020700 PE=4 SV=1,9,35,9,0,6,6,1,0,5,18,8,40,6,46,16,10,9,10,13,22,11,16
Importin subunit alpha OS=Leishmania infantum OX=5671 GN=LINF_300016800 PE=3 SV=1,34,4,38,0,31,0,33,3,30,0,24,5,38,0,27,0,23,3,34,5,32,0
Importin_1 OS=Leishmania infantum OX=5671 GN=LINF_350028600 PE=4 SV=1,12,0,16,0,10,0,6,0,20,0,8,0,16,0,7,0,12,0,22,0,8,0
Importin_beta-1_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340010100 PE=4 SV=1,23,6,28,0,25,0,25,0,29,3,17,4,22,0,20,0,25,0,26,0,20,0
Inhibitor of cysteine peptidase OS=Leishmania infantum OX=5671 GN=LINF_240023700 PE=4 SV=1,2,0,1,0,0,0,2,0,4,0,4,0,3,0,2,0,3,0,1,0,2,0
Inorganic diphosphatase OS=Leishmania infantum OX=5671 GN=LINF_030014200 PE=3 SV=1,1,0,0,0,4,0,2,0,3,0,2,0,4,0,4,0,3,0,2,0,5,0
Inorganic diphosphatase OS=Leishmania infantum OX=5671 GN=LINF_110007000 PE=3 SV=2,15,5,19,0,10,0,10,0,8,13,16,5,14,4,10,0,15,6,21,0,14,5
Inosine triphosphate pyrophosphatase OS=Leishmania infantum OX=5671 GN=LINF_360055700 PE=3 SV=1,2,2,1,0,2,0,1,0,2,0,5,4,1,0,5,0,6,2,4,0,6,2
Inosine-5'-monophosphate dehydrogenase OS=Leishmania infantum OX=5671 GN=LINF_190022000 PE=3 SV=1,22,6,22,0,19,2,38,0,23,16,10,7,38,9,5,0,20,0,21,6,4,0
Inosine-adenosine-guanosine-nucleosidehydrolase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290035800 PE=3 SV=1,8,5,15,0,15,0,12,0,12,0,2,0,13,0,5,0,11,0,12,0,6,0
Inosine-guanine_nucleoside_hydrolase_-_putative OS=Leishmania infantum OX=5671 GN=nh2 PE=4 SV=1,17,6,25,0,17,0,16,0,18,6,16,4,27,0,19,0,29,2,19,0,14,5
Inosine-guanosine transporter OS=Leishmania infantum OX=5671 GN=NT2 PE=3 SV=1,1,49,2,17,0,6,11,9,0,40,0,68,0,19,0,9,6,43,0,29,0,29
Inosine-uridine preferring nucleoside hydrolase OS=Leishmania infantum OX=5671 GN=iunh PE=3 SV=1,52,4,43,0,79,0,80,2,94,13,62,3,97,3,55,0,103,14,35,6,50,4
Inosine-uridine_preferring_nucleoside_hydrolase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_260008400 PE=3 SV=1,5,0,3,0,3,4,6,2,3,0,2,2,3,0,1,0,4,0,3,0,3,0
Inositol phosphosphingolipid phospholipase C-Like OS=Leishmania infantum OX=5671 GN=ISCL PE=3 SV=1,21,0,18,0,30,0,10,0,26,0,12,0,20,0,19,0,28,0,20,0,17,0
Inositol-1_-4_-5-trisphosphate_(IP3)_5 -phosphatase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_110016100 PE=4 SV=1,1,0,2,0,2,0,1,0,0,0,5,0,2,0,1,0,2,0,3,0,4,0
Inositol-3-phosphate synthase OS=Leishmania infantum OX=5671 GN=INO1 PE=3 SV=1,36,11,33,0,35,0,41,3,22,3,33,10,54,0,31,0,44,4,32,0,56,13
Intergrin_alpha_chain_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_310006100 PE=4 SV=1,2,0,3,0,3,0,3,0,4,0,1,3,4,0,2,0,0,0,2,4,3,0
Intraflagellar transport protein 122 homolog OS=Leishmania infantum OX=5671 GN=LINF_360015800 PE=4 SV=1,10,3,9,3,4,2,4,2,3,4,2,0,7,2,9,0,11,8,6,2,5,2
Intraflagellar transport protein-like protein OS=Leishmania infantum OX=5671 GN=LINF_220019800 PE=4 SV=1,0,6,1,0,1,0,1,0,0,0,2,3,2,0,1,0,2,0,1,3,3,0
Intraflagellar_transport_complex_B_protein_46_C_t erminal_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300022600 PE=3 SV=1,4,3,6,0,4,0,4,0,4,0,4,2,7,0,4,0,5,0,5,0,6,0
Intraflagellar_transport_protein_140_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320008200 PE=4 SV=1,16,10,12,2,12,4,5,4,10,0,6,0,11,0,13,0,11,6,14,0,11,0
Intraflagellar_transport_protein_172_-_putative OS=Leishmania infantum OX=5671 GN=LINF_210017400 PE=4 SV=1,37,22,37,7,29,10,26,6,31,19,24,12,33,24,32,0,40,47,42,13,27,3
Intraflagellar_transport_protein_43_-_putative OS=Leishmania infantum OX=5671 GN=LINF_270026700 PE=4 SV=1,2,0,3,0,2,0,0,0,2,0,1,0,2,0,4,0,0,0,3,2,4,0
Intraflagellar_transport_protein_52_-_putative OS=Leishmania infantum OX=5671 GN=LINF_190008100 PE=4 SV=2,14,4,19,0,23,0,17,0,13,0,9,4,15,4,20,0,18,13,19,4,15,0
Intraflagellar_transport_protein_57/55_-_putative OS=Leishmania infantum OX=5671 GN=LINF_330013100 PE=3 SV=1,1,0,5,0,1,0,2,0,2,0,1,0,2,0,4,0,1,0,5,0,0,0
Intraflagellar_transport_protein_80_-_putative OS=Leishmania infantum OX=5671 GN=LINF_190008200 PE=4 SV=1,9,3,12,0,10,2,9,2,9,7,2,0,8,2,9,0,9,17,11,3,7,0
Intraflagellar_transport_protein_81_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340007400 PE=4 SV=1,0,3,5,0,2,0,1,0,5,0,11,0,4,0,9,0,4,0,4,0,3,0
Intraflagellar_transport_protein_88_-_putative OS=Leishmania infantum OX=5671 GN=LINF_270017700 PE=4 SV=1,3,2,10,0,9,0,4,0,3,0,3,2,6,2,6,0,11,5,7,5,2,0
Iron/zinc transporter protein-like protein OS=Leishmania infantum OX=5671 GN=LINF_310039500 PE=4 SV=2,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0
Iron-binding_zinc_finger_CDGSH_type_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350018600 PE=4 SV=1,1,0,2,0,3,0,2,0,5,0,0,0,4,0,2,0,5,0,1,0,3,0
Iron-sulfur_assembly_protein_1_-_putative OS=Leishmania infantum OX=5671 GN=LINF_160013800 PE=4 SV=2,1,0,2,0,2,0,2,0,0,0,1,0,1,0,2,0,2,0,0,0,2,0
Iron-sulfur_assembly_protein_2_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350018300 PE=4 SV=1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
Isocitrate dehydrogenase [NADP] OS=Leishmania infantum OX=5671 GN=LINF_100008300 PE=3 SV=1,162,5,136,2,149,6,126,2,140,21,168,5,159,11,157,0,167,16,135,0,171,5
Isocitrate dehydrogenase [NADP] OS=Leishmania infantum OX=5671 GN=LINF_330034700 PE=3 SV=1,17,7,8,0,20,0,15,2,22,3,9,11,14,2,10,0,12,0,10,0,13,4
Isoleucyl-tRNA synthetase OS=Leishmania infantum OX=5671 GN=ILERS PE=3 SV=1,94,64,70,15,60,22,53,15,69,85,58,75,65,66,50,3,106,89,79,28,71,61
Isopentenyl-diphosphate_delta-isomerase_(Type_II)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350058900 PE=3 SV=1,8,2,7,0,8,0,7,0,10,5,10,5,18,3,6,0,9,0,7,3,7,8
Isoprenylcysteine_alpha-carbonyl_methylesterase_-_putative OS=Leishmania infantum OX=5671 GN=LiISP3 PE=4 SV=1,3,0,10,0,6,0,5,0,4,0,2,0,6,0,5,0,8,0,4,0,0,0
Isovaleryl-coA_dehydrogenase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_270015600 PE=3 SV=1,7,0,5,0,6,0,3,0,5,0,7,0,12,0,5,0,6,0,8,0,10,0
J domain-containing protein OS=Leishmania infantum OX=5671 GN=LINJ_36_1380 PE=4 SV=1,1,0,2,0,1,0,2,0,0,0,1,0,5,0,0,0,3,0,1,0,0,0
KH_domain/Domain_of_uncharacterized_function_(DUF 1771)/Smr_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_310036800 PE=4 SV=1,1,7,3,0,13,0,1,0,2,7,1,9,6,5,1,3,2,3,2,3,2,5
KH_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_270019700 PE=4 SV=1,55,9,52,10,50,20,57,18,59,7,60,3,59,5,60,2,58,8,49,14,61,0
Kinase-like protein OS=Leishmania infantum OX=5671 GN=LINF_030010900 PE=3 SV=1,1,0,0,0,2,0,0,0,1,0,2,0,0,0,2,0,1,0,1,0,3,0
Kinesin_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300020100 PE=3 SV=1,2,6,3,2,1,0,0,0,3,2,1,4,4,0,1,0,6,3,2,4,3,0
Kinesin_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350026000 PE=3 SV=1,22,6,22,0,26,5,18,11,40,17,25,16,29,14,36,3,31,25,17,6,31,5
Kinesin-13_6_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350052800 PE=3 SV=1,8,2,5,0,2,0,3,0,7,4,7,5,8,0,8,0,3,0,6,0,5,0
Kinesin-like protein OS=Leishmania infantum OX=5671 GN=LINF_130021600 PE=3 SV=1,8,2,4,0,10,5,1,8,5,3,1,0,2,0,4,0,5,0,8,7,1,0
Kinesin-like protein OS=Leishmania infantum OX=5671 GN=LINF_170015000 PE=3 SV=1,0,10,3,0,4,0,0,0,0,0,4,12,0,0,4,0,0,0,0,0,6,0
Kinesin-like protein OS=Leishmania infantum OX=5671 GN=LINF_190007400 PE=3 SV=1,21,39,22,17,16,5,13,5,15,25,22,43,25,23,28,10,26,11,17,19,23,20
Kinesin-like protein OS=Leishmania infantum OX=5671 GN=LINF_230013200 PE=3 SV=1,32,13,17,9,24,13,16,16,29,6,25,19,10,3,23,0,18,7,25,17,22,6
Kinesin-like protein OS=Leishmania infantum OX=5671 GN=LINF_240011400 PE=3 SV=1,17,7,14,0,18,9,6,3,23,8,5,6,11,0,6,0,7,0,19,4,9,0
Kinesin-like protein OS=Leishmania infantum OX=5671 GN=LINF_300008500 PE=3 SV=1,17,6,15,0,12,4,9,4,15,2,12,2,17,0,21,0,26,3,15,3,16,0
Kinesin-like_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360061000 PE=3 SV=1,24,7,15,3,15,2,11,7,21,2,14,12,7,4,17,0,25,3,33,4,16,0
Kinetoplast_polyadenylation/uridylation_factor_1 OS=Leishmania infantum OX=5671 GN=LINF_180005000 PE=4 SV=1,7,0,2,0,10,0,8,0,17,0,2,0,4,0,10,0,7,0,0,0,8,0
Kinetoplast-associated_protein_3_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320045000 PE=4 SV=1,2,0,1,0,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
Kinetoplast-associated_protein_p18-2_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320044900 PE=4 SV=1,0,0,0,0,0,0,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Kinetoplastid membrane protein-11 OS=Leishmania infantum OX=5671 GN=KMP11-1 PE=3 SV=1,12,18,26,6,7,0,9,0,13,28,8,25,12,8,10,0,13,0,14,7,11,11
Kynureninase OS=Leishmania infantum OX=5671 GN=KYNU PE=3 SV=1,11,0,5,0,15,0,13,0,9,0,11,3,14,0,4,0,15,0,3,0,10,0
L-2-hydroxyglutarate_dehydrogenase_-_mitochondrial_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360064300 PE=4 SV=1,3,0,4,0,4,0,1,0,4,0,3,0,2,0,1,0,6,0,8,0,5,0
La_RNA_binding_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_210011000 PE=4 SV=1,63,0,48,0,53,4,52,4,58,0,52,0,60,0,53,0,59,3,52,0,43,0
Lanosterol_synthase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_060012100 PE=3 SV=1,29,0,6,0,9,0,9,0,6,0,8,0,20,0,14,0,58,0,21,0,18,0
Leishmanolysin OS=Leishmania infantum OX=5671 GN=GP63-1 PE=3 SV=2,0,137,0,244,0,80,0,68,0,191,0,124,0,147,0,47,0,104,0,145,0,166
Leishmanolysin OS=Leishmania infantum OX=5671 GN=GP63-2 PE=3 SV=1,66,0,57,0,49,0,56,0,53,0,40,0,27,0,30,0,46,0,74,0,41,0
Leishmanolysin OS=Leishmania infantum OX=5671 GN=GP63-3 PE=3 SV=2,44,97,37,169,42,48,34,50,33,133,28,90,16,100,24,33,28,71,49,105,25,116
Leishmanolysin OS=Leishmania infantum OX=5671 GN=GP63-4 PE=3 SV=2,45,93,44,117,50,43,38,38,40,119,28,78,20,81,27,34,35,63,51,86,30,102
LETM1_and_EF-hand_domain-containing_protein_1_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290014900 PE=4 SV=1,13,0,4,0,6,0,9,0,13,0,12,0,11,0,10,0,16,0,10,0,19,0
Leucine carboxyl methyltransferase 1 OS=Leishmania infantum OX=5671 GN=LINF_360005800 PE=3 SV=1,15,3,9,0,10,3,5,3,10,6,5,7,15,7,6,0,11,0,8,4,7,2
Leucine carboxyl methyltransferase 2 OS=Leishmania infantum OX=5671 GN=LINF_350034700 PE=3 SV=1,0,0,0,0,0,4,0,4,0,8,0,0,0,2,0,0,0,5,0,0,0,0
Leucine_rich_repeat/Leucine_Rich_Repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_060015500 PE=4 SV=1,2,22,2,3,1,0,0,0,1,11,0,16,0,0,1,0,4,13,5,4,0,5
Leucine_Rich_repeat/Leucine_Rich_Repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_230025600 PE=4 SV=1,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,3,0,2
Leucine_Rich_Repeat/Leucine_Rich_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280026400 PE=4 SV=1,1,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0
Leucine-rich_repeat_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300006600 PE=4 SV=1,5,0,4,0,4,0,7,0,7,0,9,0,7,0,7,0,3,0,4,0,8,0
Leucine-rich_repeat_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320037600 PE=4 SV=1,3,11,4,10,0,30,1,19,4,14,1,6,6,6,1,2,3,3,4,13,1,6
Leucine-rich_repeat_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340011100 PE=4 SV=1,14,3,19,0,18,2,13,0,18,5,8,0,15,0,14,0,14,0,11,0,17,0
Leucyl-tRNA synthetase OS=Leishmania infantum OX=5671 GN=LINF_130016000 PE=3 SV=1,46,48,33,26,38,56,43,86,51,36,27,38,56,103,19,0,26,68,42,54,23,11
LicD_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340042800 PE=4 SV=1,2,0,0,0,1,0,4,0,0,0,1,0,2,0,0,0,3,0,0,0,2,0
Lipophosphoglycan biosynthetic protein (Lpg2) OS=Leishmania infantum OX=5671 GN=LPG2 PE=3 SV=1,0,4,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Long-chain-fatty-acid-CoA_ligase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_010009800 PE=4 SV=1,41,28,45,11,41,5,44,4,43,22,29,27,51,17,43,2,41,8,54,11,67,21
Long-chain-fatty-acid-CoA_ligase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_010010000 PE=4 SV=1,19,38,20,14,19,6,14,9,15,24,8,38,18,30,15,3,16,14,24,9,29,34
Long-chain-fatty-acid-CoA_ligase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_010010300 PE=4 SV=1,11,17,26,18,10,0,9,0,8,0,5,0,11,0,9,0,4,10,15,0,18,0
Long-chain-fatty-acid-CoA_ligase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_030007100 PE=4 SV=1,16,40,20,15,19,22,18,20,16,27,5,24,18,26,9,2,11,9,15,11,6,9
LSD1_zinc_finger_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_310020700 PE=4 SV=1,3,0,3,0,1,0,1,0,6,0,0,0,3,0,2,0,3,0,0,0,0,0
LSM_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_050010500 PE=4 SV=2,4,0,2,0,3,0,4,0,2,0,2,0,2,0,4,0,6,0,4,0,2,0
Lsm12_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350058500 PE=4 SV=1,15,0,15,0,31,0,31,0,20,0,7,0,12,0,6,0,16,0,7,0,6,0
Lsm5p_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300035600 PE=4 SV=1,1,0,2,0,2,0,2,0,2,0,0,0,3,0,1,0,1,0,3,0,1,0
Lysine--tRNA ligase OS=Leishmania infantum OX=5671 GN=LINF_150007600 PE=3 SV=1,13,4,18,9,17,17,30,43,54,3,54,6,22,2,51,0,16,9,14,4,34,2
Lysophospholipase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_240024400 PE=4 SV=1,26,6,21,0,19,0,20,0,23,9,23,11,27,0,21,0,28,5,21,0,30,5
Macro_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360041300 PE=4 SV=1,2,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,2,0
Macrophage migration inhibitory factor-like protein OS=Leishmania infantum OX=5671 GN=MIF2 PE=3 SV=1,8,2,9,0,10,0,7,0,10,3,9,3,9,0,11,0,14,0,9,0,9,0
Maf-like_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320016000 PE=4 SV=1,2,0,0,0,1,0,1,0,4,0,1,0,3,0,0,0,0,0,2,0,1,0
Major_Facilitator_Superfamily_-_putative OS=Leishmania infantum OX=5671 GN=LINF_210006100 PE=4 SV=1,4,0,2,0,6,4,2,0,2,0,0,0,1,0,3,0,0,0,2,0,1,0
Major_Facilitator_Superfamily_-_putative OS=Leishmania infantum OX=5671 GN=LINF_310012900 PE=4 SV=1,5,32,0,0,2,3,3,0,6,47,8,34,5,38,0,3,3,2,0,0,6,19
Mak10_subunit_-_NatC_N(Alpha )-terminal_acetyltransferase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_170016800 PE=3 SV=1,16,0,9,0,22,0,17,0,13,0,15,2,16,0,12,0,6,3,6,0,14,0
Malate dehydrogenase OS=Leishmania infantum OX=5671 GN=cMDH PE=3 SV=1,32,23,28,2,32,0,20,0,31,21,29,28,35,9,18,0,38,24,16,0,33,21
Malate dehydrogenase OS=Leishmania infantum OX=5671 GN=LINF_190012000 PE=3 SV=1,69,7,94,7,117,11,93,4,84,12,79,5,122,8,90,0,105,3,104,4,67,4
Malate dehydrogenase OS=Leishmania infantum OX=5671 GN=LINF_340006300 PE=3 SV=2,1,0,2,0,3,0,4,0,4,0,4,0,2,0,0,0,1,0,2,0,5,0
Malate dehydrogenase OS=Leishmania infantum OX=5671 GN=LINF_340006400 PE=3 SV=1,68,0,65,0,64,0,69,0,56,10,65,5,78,2,72,0,76,5,63,0,69,4
