"","x"
"1394","Putative ubiquitin hydrolase OS=Leishmania infantum OX=5671 GN=LINF_300007500 PE=4 SV=1"
"1395","Putative ubiquitin hydrolase OS=Leishmania infantum OX=5671 GN=LINF_320036300 PE=4 SV=1"
"1396","Putative ubiquitin-activating enzyme e1 OS=Leishmania infantum OX=5671 GN=LINF_230013100 PE=3 SV=1"
"1397","Putative ubiquitin-activating enzyme e1 OS=Leishmania infantum OX=5671 GN=LINF_350035900 PE=3 SV=1"
"1398","Putative ubiquitin-conjugating enzyme e2 OS=Leishmania infantum OX=5671 GN=LINF_040011900 PE=3 SV=1"
"1399","Putative ubiquitin-conjugating enzyme e2 OS=Leishmania infantum OX=5671 GN=LINF_350017900 PE=3 SV=1"
"1400","Putative ubiquitin-conjugating enzyme protein OS=Leishmania infantum OX=5671 GN=LINF_320015200 PE=3 SV=1"
"1401","Putative ubiquitin-like protein OS=Leishmania infantum OX=5671 GN=LINF_360010900 PE=4 SV=1"
"1402","Putative U-box domain protein OS=Leishmania infantum OX=5671 GN=LINF_290012900 PE=4 SV=1"
"1403","Putative UDP-N-acetylglucosamine pyrophosphorylase OS=Leishmania infantum OX=5671 GN=LINF_330034400 PE=4 SV=1"
"1404","Putative universal minicircle sequence binding protein (UMSBP) OS=Leishmania infantum OX=5671 GN=HEXBP PE=4 SV=1"
"1405","Putative uracil phosphoribosyltransferase OS=Leishmania infantum OX=5671 GN=LINF_340016700 PE=4 SV=1"
"1406","Putative vacuolar ATP synthase subunit d OS=Leishmania infantum OX=5671 GN=LINF_350011600 PE=3 SV=2"
"1407","Putative vacuolar protein sorting-associated protein OS=Leishmania infantum OX=5671 GN=LINF_360009900 PE=3 SV=1"
"1408","Putative vacuolar-type Ca2+-ATPase (Fragment) OS=Leishmania infantum OX=5671 GN=LINJ_07_0700 PE=4 SV=2"
"1409","Putative vesicle-associated membrane protein OS=Leishmania infantum OX=5671 GN=LINF_080005200 PE=4 SV=1"
"1410","Putative vesicle-associated membrane protein OS=Leishmania infantum OX=5671 GN=LINF_350026300 PE=3 SV=1"
"1411","Putative vesicule-associated membrane protein OS=Leishmania infantum OX=5671 GN=LINF_210021000 PE=4 SV=1"
"1412","Putative voltage-dependent anion-selective channel OS=Leishmania infantum OX=5671 GN=LINF_020009700 PE=4 SV=1"
"1413","Putative X-pro, dipeptidyl-peptidase,serine peptidase,Clan SC, family S15 OS=Leishmania infantum OX=5671 GN=LINF_280026000 PE=4 SV=1"
"1414","Putative zinc-finger protein ZPR1 OS=Leishmania infantum OX=5671 GN=LINF_170021500 PE=3 SV=1"
"1415","Putative_intraflagellar_transport_protein_A1 OS=Leishmania infantum OX=5671 GN=LINF_250020500 PE=3 SV=1"
"1416","Putative_intraflagellar_transport_protein_B2 OS=Leishmania infantum OX=5671 GN=LINF_290006400 PE=3 SV=1"
"1417","Putative_intraflagellar_transport_protein_C3 OS=Leishmania infantum OX=5671 GN=LINF_290035400 PE=3 SV=1"
"1418","Putative_intraflagellar_transport_protein_D4 OS=Leishmania infantum OX=5671 GN=LINF_080016800 PE=4 SV=1"
"1419","Putative_Phosphatase /Protein_of_uncharacterized_function_DUF89_-_putative OS=Leishmania infantum OX=5671 GN=LINF_060011800 PE=4 SV=1"
"1420","Putative_tRNA_binding_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_220010200 PE=4 SV=1"
"1421","PX_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_140007100 PE=4 SV=1"
"1422","Pyridoxal kinase OS=Leishmania infantum OX=5671 GN=LINF_300018100 PE=3 SV=1"
"1423","Pyridoxal phosphate homeostasis protein OS=Leishmania infantum OX=5671 GN=LINF_230025500 PE=3 SV=1"
"1424","Pyrroline-5-carboxylate reductase OS=Leishmania infantum OX=5671 GN=P5CR PE=3 SV=1"
"1425","Pyruvate dehydrogenase E1 component subunit beta OS=Leishmania infantum OX=5671 GN=LINF_250023800 PE=4 SV=1"
"1426","Pyruvate kinase OS=Leishmania infantum OX=5671 GN=LINF_350005300 PE=3 SV=1"
"1427","Pyruvate, phosphate dikinase OS=Leishmania infantum OX=5671 GN=LINF_110016000 PE=3 SV=2"
"1428","Quinonoid dihydropteridine reductase OS=Leishmania infantum OX=5671 GN=QDPR-7 PE=4 SV=1"
"1429","Rab GDP dissociation inhibitor OS=Leishmania infantum OX=5671 GN=LINF_290029300 PE=3 SV=1"
"1430","Rdx_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350015700 PE=4 SV=1"
"1431","Regulator_of_chromosome_condensation_(RCC1 )_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340025200 PE=4 SV=1"
"1432","Regulator_of_Vps4_activity_in_the_MVB_pathway_-_putative OS=Leishmania infantum OX=5671 GN=LINF_260008800 PE=3 SV=1"
"1433","Regulatory subunit of protein kinase a-like protein OS=Leishmania infantum OX=5671 GN=LINF_340035100 PE=4 SV=1"
"1434","Replication protein A subunit OS=Leishmania infantum OX=5671 GN=RPA1 PE=3 SV=1"
"1435","Replication_factor_A_protein_3_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350039800 PE=3 SV=1"
"1436","Reticulon-like protein OS=Leishmania infantum OX=5671 GN=PAPLE22 PE=2 SV=1"
"1437","Retinal_Maintenance_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340037000 PE=4 SV=1"
"1438","RF-1_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_210021200 PE=4 SV=1"
"1439","Rhomboid-like protein OS=Leishmania infantum OX=5671 GN=LINF_040013500 PE=4 SV=1"
"1440","Riboflavin kinase OS=Leishmania infantum OX=5671 GN=LINF_350037000 PE=4 SV=1"
"1441","Ribokinase OS=Leishmania infantum OX=5671 GN=LINF_270009300 PE=3 SV=1"
"1442","Ribonucleoside-diphosphate reductase OS=Leishmania infantum OX=5671 GN=LINF_280014500 PE=3 SV=1"
"1443","Ribosomal protein L15 OS=Leishmania infantum OX=5671 GN=rpl15 PE=2 SV=1"
"1444","Ribosomal protein L32-like protein OS=Leishmania infantum OX=5671 GN=LINF_350024600 PE=4 SV=1"
"1445","Ribosomal RNA-processing protein 43 OS=Leishmania infantum OX=5671 GN=LINF_320042100 PE=3 SV=1"
"1446","Ribosomal_L30 domain-containing protein OS=Leishmania infantum OX=5671 GN=LINJ_04_0860 PE=3 SV=1"
"1447","Ribosomal_protein_L1p/L10e_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360081200 PE=4 SV=1"
"1448","Ribosomal_protein_S5_-_C-terminal_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360025000 PE=4 SV=1"
"1449","Ribosomal_protein_S8_-_putative OS=Leishmania infantum OX=5671 GN=LINF_180013200 PE=3 SV=1"
"1450","Ribosome assembly factor mrt4 OS=Leishmania infantum OX=5671 GN=LINF_360055900 PE=3 SV=1"
"1451","Ribosome biogenesis protein BOP1 homolog OS=Leishmania infantum OX=5671 GN=LinJ11.0410 PE=3 SV=1"
"1452","Ribosome biogenesis regulatory protein OS=Leishmania infantum OX=5671 GN=LINF_300011300 PE=3 SV=1"
"1453","Ribosome production factor 2 homolog OS=Leishmania infantum OX=5671 GN=LINF_260005100 PE=3 SV=1"
"1454","Ribosome_assembly_protein_RRB1_-_putative OS=Leishmania infantum OX=5671 GN=LINF_330027700 PE=4 SV=1"
"1455","Ribulose-phosphate 3-epimerase OS=Leishmania infantum OX=5671 GN=LINF_330024000 PE=3 SV=1"
"1456","RING-type E3 ubiquitin transferase OS=Leishmania infantum OX=5671 GN=LINF_130011500 PE=4 SV=2"
"1457","RNA binding protein-like protein OS=Leishmania infantum OX=5671 GN=LINF_070016300 PE=4 SV=1"
"1458","RNA cytidine acetyltransferase OS=Leishmania infantum OX=5671 GN=LINF_170019800 PE=3 SV=1"
"1459","RNA editing complex protein MP46 OS=Leishmania infantum OX=5671 GN=LINF_330028500 PE=4 SV=1"
"1460","RNA helicase OS=Leishmania infantum OX=5671 GN=LINJ_05_0140 PE=3 SV=2"
"1461","RNA uridylyltransferase OS=Leishmania infantum OX=5671 GN=LINF_040017100 PE=3 SV=1"
"1462","RNA_recognition_motif._(A.k.a._RRM_-_RBD_-_or_RNP_domain)/RNA_recognition_motif_(A.k.a._RRM_-_RBD_-_or_RNP_domain)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_240023900 PE=4 SV=1"
"1463","RNA_recognition_motif._(A.k.a._RRM_-_RBD_-_or_RNP_domain)/RNA_recognition_motif_(A.k.a._RRM_-_RBD_-_or_RNP_domain)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290036100 PE=4 SV=1"
"1464","RNA_recognition_motif._(A.k.a._RRM_-_RBD_-_or_RNP_domain)/RNA_recognition_motif_(A.k.a._RRM_-_RBD_-_or_RNP_domain)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340033000 PE=4 SV=1"
"1465","RNA_recognition_motif._(A.k.a._RRM_-_RBD_-_or_RNP_domain)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_030010000 PE=4 SV=1"
"1466","RNA_recognition_motif_(A.k.a._RRM_-_RBD_-_or_RNP_domain)/RNA_recognition_motif._(A.k.a._RRM_-_RBD_-_or_RNP_domain)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320014000 PE=4 SV=1"
"1467","RNA-binding protein, putative, UPB2 OS=Leishmania infantum OX=5671 GN=LINF_250010200 PE=4 SV=1"
"1468","RNA-binding_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350037400 PE=4 SV=1"
"1469","RNA-binding_protein_42_(RNA-binding_motif_protein_42)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300036500 PE=4 SV=1"
"1470","RRF domain-containing protein OS=Leishmania infantum OX=5671 GN=LINJ_30_0450 PE=3 SV=1"
"1471","R-SNARE_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320027900 PE=4 SV=1"
"1472","RuvB-like helicase OS=Leishmania infantum OX=5671 GN=LINF_340032100 PE=3 SV=1"
"1473","RuvB-like helicase OS=Leishmania infantum OX=5671 GN=LINF_340041900 PE=3 SV=1"
"1474","SAC3/GANP/Nin1/mts3/eIF-3_p25_family /COP9_signalosome_-_subunit_CSN8_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320028100 PE=4 SV=1"
"1475","Saccharopine_dehydrogenase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280009700 PE=4 SV=1"
"1476","S-adenosylmethionine synthase OS=Leishmania infantum OX=5671 GN=METK1 PE=3 SV=1"
"1477","SAM_domain_(Sterile_alpha_motif)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290034100 PE=4 SV=1"
"1478","SCAMP_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_250012500 PE=4 SV=1"
"1479","Scavenger_mRNA_decapping_enzyme_C-term_binding /HIT_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_140007400 PE=4 SV=1"
"1480","Scd6-like_Sm_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_250010600 PE=4 SV=1"
"1481","SelR_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280033900 PE=3 SV=1"
"1482","Serine hydroxymethyltransferase OS=Leishmania infantum OX=5671 GN=SHMT-S PE=3 SV=1"
"1483","Serine palmitoyltransferase-like protein OS=Leishmania infantum OX=5671 GN=LINF_340044900 PE=4 SV=1"
"1484","Serine/threonine_protein_kinase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360021400 PE=4 SV=1"
"1485","Serine/threonine-protein phosphatase 2A activator OS=Leishmania infantum OX=5671 GN=LINF_070007100 PE=3 SV=1"
"1486","Serine/threonine-protein phosphatase OS=Leishmania infantum OX=5671 GN=LINF_050005900 PE=3 SV=1"
"1487","Serine/threonine-protein phosphatase OS=Leishmania infantum OX=5671 GN=LINF_120011800 PE=3 SV=1"
"1488","Serine/threonine-protein phosphatase OS=Leishmania infantum OX=5671 GN=LINF_280012000 PE=3 SV=1"
"1489","Serine/threonine-protein phosphatase OS=Leishmania infantum OX=5671 GN=LINF_320037900 PE=3 SV=1"
"1490","Serine/threonine-protein phosphatase OS=Leishmania infantum OX=5671 GN=LINF_340014300 PE=3 SV=1"
"1491","Serine/threonine-protein phosphatase OS=Leishmania infantum OX=5671 GN=LINF_360027500 PE=3 SV=1"
"1492","Seryl-tRNA synthetase OS=Leishmania infantum OX=5671 GN=LINF_110005900 PE=4 SV=1"
"1493","SET_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_270006500 PE=4 SV=1"
"1494","Short chain dehydrogenase-like protein OS=Leishmania infantum OX=5671 GN=LINF_360042700 PE=4 SV=1"
"1495","Short_chain_dehydrogenase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350026700 PE=4 SV=1"
"1496","Sidoreflexin OS=Leishmania infantum OX=5671 GN=LINF_010010800 PE=3 SV=1"
"1497","Signal recognition particle 54 kDa protein OS=Leishmania infantum OX=5671 GN=LINF_240012300 PE=3 SV=1"
"1498","Signal_peptidase_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_150013100 PE=3 SV=1"
"1499","Similarity to endo-1-like protein OS=Leishmania infantum OX=5671 GN=LINF_360077100 PE=4 SV=1"
"1500","Small glutamine-rich tetratricopeptide repeat protein OS=Leishmania infantum OX=5671 GN=SGT PE=4 SV=1"
"1501","Small nuclear ribonucleoprotein component-like protein OS=Leishmania infantum OX=5671 GN=LINF_320028300 PE=3 SV=1"
"1502","Small nuclear ribonucleoprotein Sm D2 OS=Leishmania infantum OX=5671 GN=LINF_330042000 PE=3 SV=1"
"1503","Small nuclear ribonucleoprotein Sm D3 OS=Leishmania infantum OX=5671 GN=LINF_340046300 PE=3 SV=1"
"1504","S-methyl-5'-thioadenosine phosphorylase OS=Leishmania infantum OX=5671 GN=LINF_050013500 PE=3 SV=1"
"1505","SNF1 -related_protein_kinase_regulatory_subunit_beta_-_putative OS=Leishmania infantum OX=5671 GN=LINF_230010200 PE=3 SV=1"
"1506","Sodium stibogluconate resistance protein, putative OS=Leishmania infantum OX=5671 GN=LinJ_31_3400 PE=4 SV=1"
"1507","Sphingolipid 4-desaturase OS=Leishmania infantum OX=5671 GN=LINJ_26_1680 PE=3 SV=1"
"1508","Splicing factor ptsr1-like protein OS=Leishmania infantum OX=5671 GN=LINF_070014900 PE=4 SV=1"
"1509","Squalene monooxygenase OS=Leishmania infantum OX=5671 GN=LINF_130021700 PE=3 SV=1"
"1510","Staphylococcal_nuclease_homologue /Tudor_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320015100 PE=4 SV=1"
"1511","START domain-containing protein OS=Leishmania infantum OX=5671 GN=LINJ_11_0880 PE=4 SV=1"
"1512","Stomatin-like protein OS=Leishmania infantum OX=5671 GN=LINF_050015800 PE=3 SV=1"
"1513","Stress_responsive_A/B_Barrel_Domain_-_putative OS=Leishmania infantum OX=5671 GN=LINF_270013700 PE=4 SV=1"
"1514","Stress-induced protein sti1 OS=Leishmania infantum OX=5671 GN=LINF_080016000 PE=4 SV=1"
"1515","Stress-inducible protein STI1 homolog OS=Leishmania infantum OX=5671 GN=LINF_360005700 PE=4 SV=1"
"1516","Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Leishmania infantum OX=5671 GN=LINF_240021800 PE=3 SV=1"
"1517","Succinate--CoA ligase [ADP-forming] subunit alpha, mitochondrial OS=Leishmania infantum OX=5671 GN=LINF_250028300 PE=3 SV=1"
"1518","Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial OS=Leishmania infantum OX=5671 GN=LINF_360037500 PE=3 SV=1"
"1519","Succinyl-CoA:3-ketoacid-coenzyme A transferase OS=Leishmania infantum OX=5671 GN=LINF_300024100 PE=3 SV=1"
"1520","Succinyl-CoA:3-ketoacid-coenzyme A transferase OS=Leishmania infantum OX=5671 GN=LINF_330032400 PE=3 SV=1"
"1521","Sucrase/ferredoxin-like_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360071800 PE=4 SV=1"
"1522","Sucrose-6-phosphate hydrolase OS=Leishmania infantum OX=5671 GN=LINF_230017200 PE=3 SV=1"
"1523","Sucrose-phosphate synthase-like protein OS=Leishmania infantum OX=5671 GN=LINF_160015100 PE=4 SV=1"
"1524","Sulfurtransferase OS=Leishmania infantum OX=5671 GN=LINF_090022300 PE=4 SV=1"
"1525","Superoxide dismutase OS=Leishmania infantum OX=5671 GN=FESODA PE=3 SV=1"
"1526","Superoxide dismutase OS=Leishmania infantum OX=5671 GN=SODB1 PE=3 SV=1"
"1527","Superoxide dismutase OS=Leishmania infantum OX=5671 GN=SODB2 PE=3 SV=1"
"1528","Symplekin_C domain-containing protein OS=Leishmania infantum OX=5671 GN=LINJ_31_2430 PE=4 SV=1"
"1529","T-complex protein 1 subunit delta OS=Leishmania infantum OX=5671 GN=LINF_210018500 PE=3 SV=1"
"1530","T-complex protein 1 subunit eta OS=Leishmania infantum OX=5671 GN=LINF_350044000 PE=3 SV=1"
"1531","T-complex protein 1 subunit gamma OS=Leishmania infantum OX=5671 GN=LINF_230021100 PE=3 SV=1"
"1532","T-complex_protein_10_C-terminus_-_putative OS=Leishmania infantum OX=5671 GN=LINF_130021400 PE=3 SV=1"
"1533","T-complex_protein_11_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300039900 PE=3 SV=1"
"1534","Tctex-1_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280015100 PE=4 SV=1"
"1535","Tetratricopeptide_repeat/TPR_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_040010500 PE=3 SV=1"
"1536","Tetratricopeptide_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_040009200 PE=4 SV=1"
"1537","Thiamine biosynthesis-like protein OS=Leishmania infantum OX=5671 GN=LINF_330025200 PE=4 SV=1"
"1538","Thiol-dependent reductase 1 OS=Leishmania infantum OX=5671 GN=TDR1 PE=1 SV=1"
"1539","Thioredoxin OS=Leishmania infantum OX=5671 GN=LINF_010007600 PE=3 SV=1"
"1540","Thioredoxin/Thioredoxin-like_domain/Thioredoxin-like_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340027200 PE=4 SV=1"
"1541","Thioredoxin_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350018200 PE=4 SV=1"
"1542","Threonyl-tRNA synthetase OS=Leishmania infantum OX=5671 GN=LINF_350019000 PE=3 SV=1"
"1543","TIP49_C-terminus /Holliday_junction_DNA_helicase_ruvB_N-terminus/AAA_domain_ (Dynein-related_subfamily)/AAA_domain/ATPase_family_associa ted_with_various_cellular_activities_(AAA)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350017500 PE=3 SV=1"
"1544","Tir_chaperone_protein_(CesT)_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_310013100 PE=4 SV=1"
"1545","TPR repeat/Tetratricopeptide repeat/Uncharacterized protein family (UPF0121) OS=Leishmania infantum OX=5671 GN=LINF_350054400 PE=4 SV=1"
"1546","TPR_repeat/Tetratricopeptide_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290008200 PE=4 SV=1"
"1547","Transaldolase OS=Leishmania infantum OX=5671 GN=LINF_160013000 PE=3 SV=1"
"1548","Transcription elongation factor-like protein OS=Leishmania infantum OX=5671 GN=LINF_330037400 PE=4 SV=1"
"1549","Transcription elongation regulator-like protein OS=Leishmania infantum OX=5671 GN=LINF_270030300 PE=3 SV=1"
"1550","Transketolase OS=Leishmania infantum OX=5671 GN=LINF_240026800 PE=3 SV=1"
"1551","Translation_initiation_factor_eIF3_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_250028200 PE=4 SV=1"
"1552","Translation_initiation_factor_SUI1_-_putative OS=Leishmania infantum OX=5671 GN=LINF_220013800 PE=4 SV=1"
"1553","Translation_initiation_factor_SUI1_-_putative OS=Leishmania infantum OX=5671 GN=LINF_250009300 PE=4 SV=2"
"1554","Translation-associated_element_2_-__putative OS=Leishmania infantum OX=5671 GN=LINF_090015700 PE=3 SV=1"
"1555","Translocon-associated_protein_beta_(TRAPB)/Domain _of_uncharacterized_function_DUF11/CARDB_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300037100 PE=4 SV=1"
"1556","Transmembrane 9 superfamily member OS=Leishmania infantum OX=5671 GN=LINF_130019000 PE=3 SV=1"
"1557","Transmembrane 9 superfamily member OS=Leishmania infantum OX=5671 GN=LINF_290022800 PE=3 SV=1"
"1558","Transmembrane 9 superfamily member OS=Leishmania infantum OX=5671 GN=LINF_340044100 PE=3 SV=1"
"1559","Transmembrane_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_200007400 PE=4 SV=1"
"1560","Transportin2-like_protein OS=Leishmania infantum OX=5671 GN=LINF_360035100 PE=3 SV=1"
"1561","Trifunctional enzyme alpha subunit, mitochondrial-like protein OS=Leishmania infantum OX=5671 GN=LINF_260020500 PE=4 SV=1"
"1562","Triosephosphate isomerase OS=Leishmania infantum OX=5671 GN=LINF_240013700 PE=3 SV=1"
"1563","tRNA (guanine(37)-N1)-methyltransferase OS=Leishmania infantum OX=5671 GN=LINJ_16_0320 PE=3 SV=1"
"1564","tRNA_edit domain-containing protein OS=Leishmania infantum OX=5671 GN=LINJ_21_1150 PE=4 SV=1"
"1565","Tryparedoxin OS=Leishmania infantum OX=5671 GN=TXN1 PE=4 SV=1"
"1566","Tryparedoxin-like protein OS=Leishmania infantum OX=5671 GN=LINF_290017300 PE=4 SV=1"
"1567","Tryparedoxin-like protein OS=Leishmania infantum OX=5671 GN=LINF_310027400 PE=4 SV=1"
"1568","Tryptophanyl-tRNA synthetase OS=Leishmania infantum OX=5671 GN=LINF_290005500 PE=3 SV=1"
"1569","Tubulin alpha chain OS=Leishmania infantum OX=5671 GN=LINF_130007800 PE=3 SV=1"
"1570","Tubulin beta chain OS=Leishmania infantum OX=5671 GN=LINF_330015000 PE=3 SV=1"
"1571","Tubulin beta chain OS=Leishmania infantum OX=5671 GN=LINJ_08_1280 PE=3 SV=1"
"1572","Tubulin gamma chain OS=Leishmania infantum OX=5671 GN=LINF_250015500 PE=3 SV=1"
"1573","Tubulin/FtsZ_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_200012700 PE=4 SV=1"
"1574","Tubulin_cofactor_C_domain-containing_protein_RP2_-_putative OS=Leishmania infantum OX=5671 GN=LINF_180010300 PE=3 SV=1"
"1575","Tyrosine aminotransferase OS=Leishmania infantum OX=5671 GN=TAT PE=1 SV=1"
"1576","Tyrosyl or methionyl-tRNA synthetase-like protein OS=Leishmania infantum OX=5671 GN=LINJ_16_1170 PE=4 SV=2"
"1577","UBA/TS-N_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_240021300 PE=4 SV=1"
"1578","Ubiquinol-cytochrome_C_reductase_complex_14kD_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350006100 PE=3 SV=1"
"1579","Ubiquinol-cytochrome-c reductase-like protein OS=Leishmania infantum OX=5671 GN=LINF_310033900 PE=3 SV=1"
"1580","Ubiquitin carboxyl-terminal hydrolase OS=Leishmania infantum OX=5671 GN=LINF_240009000 PE=3 SV=1"
"1581","Ubiquitin carboxyl-terminal hydrolase OS=Leishmania infantum OX=5671 GN=LINF_250007000 PE=3 SV=1"
"1582","Ubiquitin carboxyl-terminal hydrolase OS=Leishmania infantum OX=5671 GN=LINF_290030700 PE=3 SV=1"
"1583","Ubiquitin carboxyl-terminal hydrolase OS=Leishmania infantum OX=5671 GN=LINF_310006400 PE=3 SV=1"
"1584","Ubiquitin carboxyl-terminal hydrolase OS=Leishmania infantum OX=5671 GN=LINF_340048400 PE=3 SV=1"
"1585","Ubiquitin thioesterase OS=Leishmania infantum OX=5671 GN=LINF_170021400 PE=3 SV=1"
"1586","Ubiquitin-conjugating enzyme-like protein OS=Leishmania infantum OX=5671 GN=LINF_130021300 PE=4 SV=1"
"1587","Ubiquitin-fold modifier 1 OS=Leishmania infantum OX=5671 GN=LINF_160016100 PE=3 SV=1"
"1588","Ubiquitin-like modifier-activating enzyme 5 OS=Leishmania infantum OX=5671 GN=LINF_150017800 PE=3 SV=1"
"1589","Ubiquitin-like protein OS=Leishmania infantum OX=5671 GN=LINF_130012200 PE=4 SV=1"
"1590","Ubiquitin-like_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_030012700 PE=4 SV=1"
"1591","UBX_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350024700 PE=4 SV=1"
"1592","UBX_domain-containing_protein OS=Leishmania infantum OX=5671 GN=LINF_290008400 PE=4 SV=1"
"1593","UDP-galactopyranose mutase OS=Leishmania infantum OX=5671 GN=GLF PE=4 SV=1"
"1594","UDP-glucose:Glycoprotein_Glucosyltransferase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290028800 PE=3 SV=2"
"1595","Uncharacterized protein (Fragment) OS=Leishmania infantum OX=5671 GN=LINJ_34_0710 PE=4 SV=2"
"1596","Uncharacterized protein (Fragment) OS=Leishmania infantum OX=5671 GN=LINJ_34_0720 PE=4 SV=2"
"1597","Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINF_200021600 PE=3 SV=1"
"1598","Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ.12.0800 PE=4 SV=1"
"1599","Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_01_0480 PE=4 SV=1"
"1600","Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_08_0430 PE=4 SV=1"
"1601","Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_09_0430 PE=4 SV=1"
"1602","Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_15_0500 PE=4 SV=1"
"1603","Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_15_0730 PE=4 SV=1"
"1604","Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_20_0160 PE=4 SV=2"
"1605","Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_20_0930 PE=3 SV=1"
"1606","Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_21_0570 PE=4 SV=2"
"1607","Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_21_0780 PE=4 SV=1"
"1608","Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_21_0900 PE=4 SV=1"
"1609","Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_22_0620 PE=4 SV=1"
"1610","Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_26_0600 PE=4 SV=1"
"1611","Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_26_2030 PE=4 SV=1"
"1612","Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_27_0710 PE=4 SV=1"
"1613","Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_27_1800 PE=4 SV=2"
"1614","Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_31_0660 PE=4 SV=1"
"1615","Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_33_2400 PE=4 SV=1"
"1616","Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_33_3090 PE=4 SV=1"
"1617","Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_33_3270 PE=4 SV=1"
"1618","Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_34_0010 PE=4 SV=1"
"1619","Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_34_0920 PE=4 SV=2"
