Proteins,Eliot PAR,Clov PAR,Tato PAR,Samo PAR,Flash PAR,Gus 2 PAR, Fritz 2 PAR,Tessa 2 PAR,Fritz 1 PAR,Tessa 1 PAR,Gus 1 PAR
Methyltransferase OS=Leishmania infantum OX=5671 GN=LINF_360031200 PE=3 SV=1,52,41,36,51,35,53,52,44,37,42,49
Methyltransferase_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_260025300 PE=4 SV=1,51,30,39,56,35,17,40,18,37,39,26
Methyltransferase-like protein OS=Leishmania infantum OX=5671 GN=LINF_340033500 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Mevalonate kinase OS=Leishmania infantum OX=5671 GN=LINF_310011000 PE=3 SV=1,16,11,22,19,20,9,23,6,14,12,6
MFS_transporter_-_putative OS=Leishmania infantum OX=5671 GN=LINF_030008800 PE=4 SV=1,5,5,0,9,4,1,10,0,3,0,1
MGT2 magnesium transporter OS=Leishmania infantum OX=5671 GN=MGT2 PE=3 SV=1,2,3,0,7,0,0,1,0,2,2,1
Microtubule-binding_protein_MIP-T3_-_putative OS=Leishmania infantum OX=5671 GN=LINF_210024900 PE=4 SV=2,7,11,10,7,7,8,11,13,12,10,13
MIF4G domain-containing protein OS=Leishmania infantum OX=5671 GN=LINJ_10_1160 PE=4 SV=1,4,3,2,1,4,2,4,4,4,1,4
Mitochondrial ATP-dependent zinc metallopeptidase OS=Leishmania infantum OX=5671 GN=LINF_340016900 PE=3 SV=1,5,1,3,7,2,1,3,1,4,3,2
Mitochondrial carrier protein-like protein OS=Leishmania infantum OX=5671 GN=LINF_300016100 PE=3 SV=1,4,7,4,4,6,5,6,4,8,5,5
Mitochondrial import inner membrane translocase subunit TIM50 OS=Leishmania infantum OX=5671 GN=LINF_350020100 PE=3 SV=1,2,5,5,4,7,3,7,5,5,4,6
Mitochondrial pyruvate carrier OS=Leishmania infantum OX=5671 GN=LINF_140021100 PE=3 SV=1,9,6,7,9,7,1,6,5,0,9,14
Mitochondrial RNA binding protein 1 OS=Leishmania infantum OX=5671 GN=LINF_270017500 PE=4 SV=1,20,15,21,22,21,20,18,24,31,24,20
Mitochondrial RNA binding protein 2 OS=Leishmania infantum OX=5671 GN=LINF_090018500 PE=4 SV=1,18,13,15,16,17,20,17,23,21,18,19
Mitochondrial tryparedoxin OS=Leishmania infantum OX=5671 GN=TXN2 PE=4 SV=1,18,10,21,10,12,12,10,17,29,21,18
Mitochondrial_39-S_ribosomal_protein_L47_(MRP-L47 )_-_putative OS=Leishmania infantum OX=5671 GN=LINF_040007800 PE=3 SV=1,3,5,3,5,3,4,0,3,3,5,3
Mitochondrial_associated_ribonuclease_-_putative OS=Leishmania infantum OX=5671 GN=LINF_080008200 PE=3 SV=1,8,4,13,6,19,9,13,12,11,8,11
Mitochondrial_carrier_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_020012000 PE=3 SV=1,21,34,21,26,24,14,27,14,27,45,18
Mitochondrial_carrier_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_150006100 PE=3 SV=1,0,1,1,3,1,0,1,0,2,0,0
Mitochondrial_carrier_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_180018200 PE=3 SV=1,17,26,31,29,38,22,29,30,26,21,22
Mitochondrial_carrier_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_190016500 PE=3 SV=1,3,0,1,1,1,2,0,1,1,1,0
Mitochondrial_chaperone_-_putative OS=Leishmania infantum OX=5671 GN=LINF_220015300 PE=4 SV=1,2,3,2,6,2,3,2,3,4,3,2
Mitochondrial_glycoprotein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_050013100 PE=4 SV=2,2,2,1,1,2,1,0,0,1,3,2
Mitochondrial_intermediate_peptidase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360053800 PE=3 SV=1,10,5,11,13,10,15,13,10,9,4,15
Mitochondrial_oligo_U_binding_protein_TBRGG1_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300013200 PE=4 SV=1,2,4,4,6,8,6,8,3,10,4,5
Mitochondrial_phosphate_transporter_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350050100 PE=3 SV=1,54,60,53,66,70,54,62,63,57,49,63
Mitochondrial_processing_peptidase_-_beta_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350018700 PE=4 SV=1,100,89,90,144,87,104,96,97,116,99,94
Mitochondrial_processing_peptidase_alpha_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_130013600 PE=4 SV=1,86,48,68,103,62,73,91,63,89,62,57
Mitochondrial_processing_peptidase_alpha_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_210008800 PE=4 SV=1,44,41,33,55,41,66,34,69,81,34,50
Mitochondrial_protein_99_-_putative OS=Leishmania infantum OX=5671 GN=LINF_030011000 PE=4 SV=1,0,3,3,2,2,2,3,2,2,1,2
Mitochondrial_RNA_binding_complex_1_subunit OS=Leishmania infantum OX=5671 GN=LINF_330034300 PE=4 SV=1,4,1,1,2,3,1,4,1,3,2,3
Mitochondrial_RNA_binding_complex_1_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_210025900 PE=4 SV=1,2,1,2,1,2,1,1,3,2,2,2
Mitochondrial_RNA_binding_complex_1_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_250021900 PE=4 SV=1,23,29,17,26,22,25,20,21,28,24,21
Mitochondrial_RNA_binding_complex_1_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320031100 PE=4 SV=1,1,0,2,0,0,0,1,1,0,0,0
Mitochondrial_RNA_binding_complex_1_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_330025800 PE=4 SV=1,1,1,2,4,1,1,3,2,0,0,3
Mitochondrial_RNA_binding_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_310012100 PE=4 SV=1,1,0,2,3,7,5,0,8,4,0,2
Mitochondrial_RNA_binding_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320039300 PE=4 SV=1,0,0,2,1,0,0,0,4,1,0,2
Mitochondrial_RNA_binding_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_330020200 PE=4 SV=1,1,1,1,0,3,1,1,2,4,2,1
Mitochondrial_RNA_binding_protein_-_putative OS=Leishmania infantum OX=5671 GN=RBP38 PE=4 SV=1,49,23,21,20,34,27,26,23,30,40,34
Mitochondrial_SSU_ribosomal_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_240013400 PE=4 SV=2,5,3,7,7,7,3,10,7,6,4,4
Mitochondrial_SSU_ribosomal_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_270012300 PE=4 SV=1,4,4,6,4,9,6,6,8,6,3,6
Mitogen_activated_protein_kinase_-_putative OS=Leishmania infantum OX=5671 GN=MPK11 PE=4 SV=1,17,15,14,12,27,10,20,22,19,12,14
Mitogen-activated protein kinase OS=Leishmania infantum OX=5671 GN=LINF_240029400 PE=4 SV=1,5,8,5,8,10,8,9,6,9,5,8
Mitogen-activated protein kinase OS=Leishmania infantum OX=5671 GN=MPK3 PE=3 SV=1,12,9,17,10,17,7,15,9,6,7,10
Mitogen-activated_protein_kinase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300034500 PE=3 SV=1,3,3,5,0,2,2,2,1,2,4,3
Mitogen-activated_protein_kinase_10_-_putative OS=Leishmania infantum OX=5671 GN=LINF_100007100 PE=4 SV=1,14,12,18,5,12,3,6,15,15,12,8
Mitogen-activated_protein_kinase_kinase_-_putative OS=Leishmania infantum OX=5671 GN=MKK PE=3 SV=1,2,1,8,5,1,2,1,3,0,1,0
Mitogen-activated_protein_kinase_kinase_kinase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_190006300 PE=3 SV=1,22,23,22,20,21,14,23,20,28,19,21
Mitotic_cyclin_-_putative OS=Leishmania infantum OX=5671 GN=CYC3 PE=3 SV=1,2,3,2,1,4,0,2,0,2,2,2
MIX_protein OS=Leishmania infantum OX=5671 GN=LINF_080016900 PE=4 SV=1,2,0,2,3,2,0,2,1,2,0,2
Mkiaa0324 protein-like protein OS=Leishmania infantum OX=5671 GN=LINF_360068000 PE=4 SV=1,6,5,5,2,4,2,6,6,5,4,3
Molybdopterin_guanine_dinucleotide_synthesis_protein_B_-_putative OS=Leishmania infantum OX=5671 GN=LINF_250028800 PE=4 SV=1,2,2,1,0,1,2,3,2,2,3,3
Monocarboxylate transporter-like protein OS=Leishmania infantum OX=5671 GN=LINF_050009800 PE=4 SV=1,2,3,1,5,2,2,2,1,5,7,2
Monoglyceride_lipase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_310017800 PE=4 SV=1,7,7,20,11,16,8,14,10,13,10,12
Monothiol_glutaredoxin_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350017400 PE=4 SV=1,8,7,7,10,10,7,7,7,6,4,6
MORN_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_200011200 PE=4 SV=1,2,2,7,2,2,1,11,13,11,4,2
MORN_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360046700 PE=4 SV=1,6,9,8,9,5,8,6,9,10,10,6
MORN_repeat-containing_protein_1 OS=Leishmania infantum OX=5671 GN=LINF_300038800 PE=4 SV=1,4,3,7,1,9,5,2,2,6,13,9
MRB1-associated_protein OS=Leishmania infantum OX=5671 GN=LINF_330036600 PE=4 SV=1,11,9,10,11,8,11,15,8,13,10,15
mRNA (guanine-N(7)-)-methyltransferase OS=Leishmania infantum OX=5671 GN=LINF_110010500 PE=3 SV=2,23,32,21,24,25,29,29,14,27,35,23
mRNA (guanine-N(7)-)-methyltransferase OS=Leishmania infantum OX=5671 GN=LINF_220005900 PE=3 SV=1,0,0,9,1,1,0,6,0,1,0,1
MSP_(Major_sperm_protein )_domain_containing_protein_-__putative OS=Leishmania infantum OX=5671 GN=LINF_090017900 PE=4 SV=1,12,12,18,17,14,11,10,10,18,12,9
MSP_(Major_sperm_protein )_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_270028300 PE=4 SV=1,0,0,1,0,1,0,0,3,3,1,0
Multifunctional fusion protein OS=Leishmania infantum OX=5671 GN=LINF_030006800 PE=3 SV=1,106,99,96,99,95,97,115,75,111,108,101
Multiprotein-bridging_factor_1_-_putative OS=Leishmania infantum OX=5671 GN=LINF_190006700 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
MYND zinc finger (ZnF) domain-like protein OS=Leishmania infantum OX=5671 GN=LINJ_05_0800 PE=4 SV=1,1,2,5,2,5,5,5,1,6,6,2
MYND_finger/SET_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_120017200 PE=4 SV=1,0,4,5,10,9,3,2,1,10,9,2
MYND_finger_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_310023900 PE=4 SV=1,3,2,2,4,7,1,5,1,2,3,4
MYND_finger_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_330031800 PE=4 SV=1,8,5,7,4,11,6,10,8,3,8,7
Myo-inositol/proton symporter (MIT) OS=Leishmania infantum OX=5671 GN=LINF_240011800 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Myosin XXI OS=Leishmania infantum OX=5671 GN=LINF_320045900 PE=3 SV=1,33,35,34,8,28,21,25,52,33,31,46
"N(1),N(8)-bis(glutathionyl)spermidine reductase OS=Leishmania infantum OX=5671 GN=TRYR PE=1 SV=1",78,102,138,73,130,65,107,61,172,158,56
N(2)_-_N(2 )-dimethylguanosine_tRNA_methyltransferase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_130014300 PE=3 SV=1,3,7,4,2,4,4,4,3,5,5,3
Na/H antiporter-like protein OS=Leishmania infantum OX=5671 GN=LINF_230016100 PE=3 SV=1,3,2,1,5,1,0,3,1,1,12,3
N-acetylglucosamine-6-phosphate deacetylase OS=Leishmania infantum OX=5671 GN=LINF_360005300 PE=3 SV=1,1,3,1,9,5,3,7,2,2,4,4
N-acetyltransferase_B_complex_(NatB )_non_catalytic_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300010300 PE=3 SV=2,2,3,1,2,1,0,4,1,0,0,1
N-acetyltransferase_subunit_ARD1_-_putative OS=Leishmania infantum OX=5671 GN=LINF_130007500 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
N-acetyltransferase_subunit_Nat1_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360019100 PE=4 SV=1,1,4,3,3,10,11,4,12,4,0,3
NAD(P)-dependent steroid dehydrogenase-like protein OS=Leishmania infantum OX=5671 GN=LINF_060008800 PE=4 SV=1,12,4,1,11,5,8,10,1,20,5,8
NAD-dependent protein deacetylase OS=Leishmania infantum OX=5671 GN=SIR2RP1 PE=1 SV=1,7,8,5,4,6,5,6,2,5,7,3
NADH_dehydrogenase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360063500 PE=4 SV=1,1,0,0,1,1,2,2,0,1,1,1
NADH-cytochrome b5 reductase OS=Leishmania infantum OX=5671 GN=LINF_130015600 PE=3 SV=1,66,42,47,66,52,44,60,42,37,52,46
NADH-cytochrome b5 reductase OS=Leishmania infantum OX=5671 GN=LINF_150005400 PE=3 SV=1,1,1,2,3,5,4,7,2,4,2,5
NADH-cytochrome b5 reductase OS=Leishmania infantum OX=5671 GN=LINF_220013700 PE=3 SV=1,12,13,17,17,19,16,22,17,25,12,14
NADH-cytochrome_b5_reductase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_220013600 PE=4 SV=1,37,46,54,44,40,28,55,36,38,38,31
NADH-dependent_fumarate_reductase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350016700 PE=4 SV=1,1,1,0,6,2,0,0,0,1,0,0
NADP-dependent_alcohol_dehydrogenase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_230009000 PE=3 SV=1,141,200,121,92,178,123,160,137,143,223,116
NAD-specific glutamate dehydrogenase OS=Leishmania infantum OX=5671 GN=GDH PE=3 SV=2,115,120,139,159,153,88,176,64,200,133,101
"Nascent polypeptide associated complex subunit-like protein, copy 1 OS=Leishmania infantum OX=5671 GN=LINF_040012800 PE=4 SV=1",0,0,0,0,0,0,0,0,0,0,0
"Nascent polypeptide associated complex subunit-like protein, copy 2 OS=Leishmania infantum OX=5671 GN=LINJ_04_0760 PE=4 SV=1",37,39,30,31,38,28,36,29,38,38,23
Nascent polypeptide-associated complex subunit beta OS=Leishmania infantum OX=5671 GN=LINF_360046600 PE=3 SV=1,22,38,19,23,15,16,25,17,23,19,13
Nicotinate phosphoribosyltransferase OS=Leishmania infantum OX=5671 GN=LINF_330017000 PE=3 SV=1,1,0,5,3,9,1,1,1,0,0,2
NIMA/Nek_Serine/threonine-protein_kinase_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_020007900 PE=4 SV=1,1,0,0,2,0,2,1,0,2,2,0
NIPSNAP_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360043200 PE=3 SV=1,4,5,12,2,10,4,10,9,11,9,9
Nitrate_reductase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300011200 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Nitrilase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_260028200 PE=4 SV=1,63,47,49,48,58,15,21,31,16,34,13
Nitroreductase_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360068100 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
NLI_interacting_factor-like_phosphatase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_140018500 PE=4 SV=1,2,1,0,1,2,1,1,0,0,0,0
NLI_interacting_factor-like_phosphatase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320006000 PE=4 SV=1,0,0,3,1,1,0,0,0,0,0,0
NLI_interacting_factor-like_phosphatase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350007000 PE=4 SV=1,5,7,3,6,12,8,5,4,3,4,5
NmrA-like_family/NADH(P)-binding/NAD_dependent_ep imerase/dehydratase_family/3-beta_hydroxysteroid_dehydrogen ase/isomerase_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340038800 PE=4 SV=1,24,25,18,30,22,20,20,13,13,18,18
Noc2p_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_180021700 PE=3 SV=1,4,5,3,7,4,2,7,0,2,2,2
Nodulation_protein_S_(NodS )/Methyltransferase_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_050016300 PE=4 SV=1,2,2,2,2,4,1,1,2,2,6,2
Nodulin-like domain-containing protein OS=Leishmania infantum OX=5671 GN=LINJ_11_0680 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Nodulin-like domain-containing protein OS=Leishmania infantum OX=5671 GN=LINJ_29_1600 PE=4 SV=1,5,9,12,32,13,13,49,6,26,13,8
NOL1/NOP2/sun_family/FtsJ-like_methyltransferase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290033200 PE=3 SV=1,2,6,6,6,9,8,9,9,6,9,8
NOL1/NOP2/sun_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360028800 PE=3 SV=1,1,1,1,1,1,2,1,1,4,0,1
Not1_N-terminal_domain_-_CCR4-Not_complex_component/NOT2_/_NOT3_/_NOT5_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_250025200 PE=3 SV=1,2,2,7,6,7,1,1,4,5,3,3
NPL4 domain-containing protein OS=Leishmania infantum OX=5671 GN=LINJ_25_1320 PE=4 SV=1,2,0,1,0,0,0,0,1,0,0,0
Nrap_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_180014700 PE=3 SV=2,6,10,12,12,15,9,15,8,7,9,7
N-terminal_conserved_domain_of_Nudc./CS_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_140009900 PE=4 SV=1,22,17,23,24,29,16,32,25,15,13,17
Nuclear receptor binding factor-like protein OS=Leishmania infantum OX=5671 GN=LINF_050010300 PE=4 SV=1,4,4,5,4,4,4,3,6,4,5,4
Nuclear_movement_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300012100 PE=4 SV=1,0,0,0,0,0,1,1,2,3,2,2
Nuclear_segregation_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320005100 PE=4 SV=1,2,6,1,13,1,3,22,5,4,0,6
Nuclear_transport_factor_2_-_putative OS=Leishmania infantum OX=5671 GN=LINF_100015200 PE=4 SV=1,9,10,10,6,7,9,9,11,12,10,7
Nucleobase transporter OS=Leishmania infantum OX=5671 GN=NT3 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Nucleobase transporter OS=Leishmania infantum OX=5671 GN=NT4 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Nucleolar GTP-binding protein 1 OS=Leishmania infantum OX=5671 GN=LINF_330027200 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Nucleolar GTP-binding protein 2 OS=Leishmania infantum OX=5671 GN=LINF_050009600 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Nucleolar protein 10 OS=Leishmania infantum OX=5671 GN=LINF_360008600 PE=3 SV=1,1,2,1,1,1,1,0,1,3,2,2
Nucleolar protein family a member-like protein OS=Leishmania infantum OX=5671 GN=LINF_340047600 PE=3 SV=1,0,1,0,1,0,1,0,1,2,0,0
Nucleolar_complex-associated_protein/CBF /Mak21_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360025200 PE=3 SV=1,1,1,1,3,0,0,1,2,0,0,0
Nucleolar_protein_56_-_putative OS=Leishmania infantum OX=5671 GN=LINF_100007300 PE=3 SV=1,15,17,26,22,34,18,19,25,25,16,18
Nucleoside diphosphate kinase OS=Leishmania infantum OX=5671 GN=ndpk PE=2 SV=1,99,100,115,114,105,120,108,114,116,79,118
Nucleoside phosphorylase-like protein OS=Leishmania infantum OX=5671 GN=LINF_100017200 PE=4 SV=1,2,3,1,1,1,3,2,1,2,2,2
Nucleoside_2-deoxyribosyltransferase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_230026500 PE=4 SV=1,23,19,14,16,24,31,20,22,22,19,24
Nucleoside_transporter_1_-_putative OS=Leishmania infantum OX=5671 GN=LINF_150020200 PE=3 SV=2,0,1,0,10,0,0,0,0,0,0,0
Nucleosome assembly protein-like protein OS=Leishmania infantum OX=5671 GN=LINF_310024900 PE=3 SV=1,30,28,19,23,27,17,24,20,23,27,20
Nucleosome_assembly_protein_(NAP)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_200018100 PE=3 SV=1,7,7,6,3,5,7,6,6,10,8,8
Nucleosome_assembly_protein_(NAP)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290031100 PE=3 SV=1,8,6,4,5,9,7,6,7,8,6,6
Nucleosome_assembly_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_190009300 PE=3 SV=1,22,27,18,18,21,17,19,18,20,24,21
NUDIX_hydrolase_3_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360045400 PE=4 SV=1,0,1,2,0,0,0,0,1,0,1,1
Obg-like ATPase 1 OS=Leishmania infantum OX=5671 GN=LINF_270030700 PE=3 SV=1,17,12,15,14,24,19,20,18,14,13,20
OMPdecase OS=Leishmania infantum OX=5671 GN=LINF_160010700 PE=1 SV=1,76,66,72,96,89,70,77,61,62,69,56
Ornithine_decarboxylase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_120007900 PE=3 SV=1,7,10,11,5,8,2,10,4,21,17,3
OSM3-like_kinesin_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320012100 PE=3 SV=1,9,12,14,14,13,5,11,7,3,10,4
Oxidoreductase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360050900 PE=3 SV=1,28,39,36,31,36,29,41,32,43,41,33
Oxidoreductase-like protein OS=Leishmania infantum OX=5671 GN=LINF_130012100 PE=4 SV=1,4,4,1,0,2,1,2,0,0,2,1
p21-C-terminal_region-binding_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280025500 PE=3 SV=1,1,3,1,1,0,1,4,0,1,2,0
p25-alpha_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340022400 PE=3 SV=1,36,59,46,39,40,48,68,66,79,33,48
P27_protein_-_putative OS=Leishmania infantum OX=5671 GN=P27 PE=4 SV=1,0,3,6,4,2,0,4,3,0,0,0
PAB1-binding_protein__-_putative OS=Leishmania infantum OX=5671 GN=LINF_100018400 PE=4 SV=1,4,4,1,3,4,5,16,6,8,0,7
Palmitoyltransferase OS=Leishmania infantum OX=5671 GN=LINF_090012300 PE=3 SV=1,2,0,2,2,2,2,3,2,5,2,3
Palmitoyltransferase OS=Leishmania infantum OX=5671 GN=LINF_110017000 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Palmitoyltransferase OS=Leishmania infantum OX=5671 GN=LINF_130011400 PE=3 SV=1,6,4,3,5,5,4,4,2,4,6,4
Palmitoyltransferase OS=Leishmania infantum OX=5671 GN=LINF_230023600 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Palmitoyltransferase OS=Leishmania infantum OX=5671 GN=LINF_300017300 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Paraflagellar rod protein 2C OS=Leishmania infantum OX=5671 GN=LINF_160020200 PE=4 SV=1,0,2,0,2,0,0,0,2,0,2,0
Paraflagellar_rod_component_-_putative OS=Leishmania infantum OX=5671 GN=LINF_330013000 PE=4 SV=1,18,17,18,16,18,20,20,23,19,21,21
Paraflagellar_rod_component_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360057300 PE=4 SV=1,24,12,20,20,11,13,19,27,9,10,17
Paraflagellar_rod_protein_1D_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290024300 PE=4 SV=1,0,1,0,1,0,0,2,2,1,1,1
Paralyzed_flagella_protein_16 OS=Leishmania infantum OX=5671 GN=LINF_200019300 PE=4 SV=1,0,0,0,1,0,0,2,1,0,0,0
Paraquat-inducible_protein_A_-_putative OS=Leishmania infantum OX=5671 GN=LINF_260031700 PE=4 SV=1,3,2,2,9,0,3,4,0,1,1,4
Peptidase_m20/m25/m40_family-like_protein OS=Leishmania infantum OX=5671 GN=LINF_310026700 PE=4 SV=1,38,45,56,26,41,49,51,49,44,45,50
Peptidase_m20/m25/m40_family-like_protein OS=Leishmania infantum OX=5671 GN=LINF_330024500 PE=4 SV=1,19,24,20,11,24,13,17,22,25,21,24
Peptidase_T_-_putative_-_metallo-peptidase_-_ClanMH_-_family_M20B OS=Leishmania infantum OX=5671 GN=LINF_170008300 PE=3 SV=1,7,4,6,9,8,6,15,13,14,9,11
Peptide deformylase OS=Leishmania infantum OX=5671 GN=LINJ_04_0820 PE=3 SV=1,2,1,2,2,1,2,2,0,6,2,2
Peptide-methionine (S)-S-oxide reductase OS=Leishmania infantum OX=5671 GN=LINF_070018200 PE=3 SV=1,26,17,8,15,11,16,17,10,18,12,20
Peptidyl-prolyl cis-trans isomerase OS=Leishmania infantum OX=5671 GN=CYP10 PE=3 SV=1,3,4,4,2,4,5,1,3,5,6,3
Peptidyl-prolyl cis-trans isomerase OS=Leishmania infantum OX=5671 GN=CYP11 PE=3 SV=1,27,24,12,16,26,32,22,27,22,29,28
Peptidyl-prolyl cis-trans isomerase OS=Leishmania infantum OX=5671 GN=CYP2 PE=3 SV=1,37,27,26,34,28,37,36,38,34,34,34
Peptidyl-prolyl cis-trans isomerase OS=Leishmania infantum OX=5671 GN=CYP4 PE=3 SV=1,53,50,39,49,53,77,51,54,55,61,62
Peptidyl-prolyl cis-trans isomerase OS=Leishmania infantum OX=5671 GN=CYP5 PE=3 SV=1,14,18,22,13,17,19,17,21,23,18,18
Peptidyl-prolyl cis-trans isomerase OS=Leishmania infantum OX=5671 GN=CYPA PE=3 SV=1,233,196,109,163,170,265,206,198,186,165,253
Peptidyl-prolyl cis-trans isomerase OS=Leishmania infantum OX=5671 GN=PIN1 PE=4 SV=1,8,8,9,3,12,4,8,10,13,7,7
Peptidylprolyl isomerase OS=Leishmania infantum OX=5671 GN=LINF_100015600 PE=4 SV=1,26,25,55,94,44,35,27,24,49,15,21
Peptidylprolyl isomerase OS=Leishmania infantum OX=5671 GN=LINF_190014900 PE=4 SV=1,1,0,0,1,0,2,2,0,0,1,2
Peptidylprolyl isomerase OS=Leishmania infantum OX=5671 GN=LINF_190021700 PE=4 SV=1,66,69,66,65,68,53,64,40,66,54,47
Peptidylprolyl isomerase OS=Leishmania infantum OX=5671 GN=LINF_220020400 PE=4 SV=1,3,2,5,1,1,0,3,1,0,2,1
Peptidylprolyl isomerase OS=Leishmania infantum OX=5671 GN=LINF_360007500 PE=4 SV=1,8,8,7,6,7,10,8,9,12,8,8
Peroxidoxin OS=Leishmania infantum OX=5671 GN=mTXNPx PE=1 SV=1,155,86,69,78,90,112,84,73,139,209,130
Peroxin-12 OS=Leishmania infantum OX=5671 GN=LINF_190017900 PE=3 SV=1,4,4,3,7,5,3,5,3,6,5,3
Peroxisomal membrane protein PEX16 OS=Leishmania infantum OX=5671 GN=LINF_150016000 PE=3 SV=1,3,8,4,8,4,0,7,1,1,8,0
Peroxisomal_biogenesis_factor_11_(PEX11)_-_putati ve OS=Leishmania infantum OX=5671 GN=LINF_350042300 PE=4 SV=1,3,2,3,9,7,11,11,4,6,6,12
Peroxisomal_enoyl-coa_hydratase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_180010800 PE=3 SV=1,1,1,4,2,4,0,4,3,4,2,3
Peter_pan_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_030014100 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
